Name,URL,Image,Type,Interface,Capacity,Price / GB,Color,Price
Hitachi HGST Touro Desk Pro,https://pcpartpicker.com/product/YTXfrH/hitachi-external-hard-drive-0s03503,https://m.media-amazon.com/images/I/41koQARiE8L.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Hitachi HGST Touro Desk,https://pcpartpicker.com/product/yB8Zxr/hitachi-external-hard-drive-0s03396,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/b3Crxr/seagate-external-hard-drive-stdt6000100,https://m.media-amazon.com/images/I/31tKpCjHfnL.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/zTXfrH/seagate-external-hard-drive-stdt4000100,https://m.media-amazon.com/images/I/41+CJcBmO2L.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Seagate Expansion,https://pcpartpicker.com/product/VpZQzy/seagate-external-hard-drive-stbv5000100,https://m.media-amazon.com/images/I/31TNVXWxSNL.jpg,Desktop,USB Type-A 3.2 Gen 1,5000 GB,,,
Seagate FreeAgent GoFlex Desk,https://pcpartpicker.com/product/XFckcf/seagate-external-hard-drive-st310005fdb2e1rk,/static/forever/img/no-image.png,Desktop,USB Type-A 2.0,1000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/k7PzK8/samsung-external-hard-drive-stshxd501tdb,https://images-na.ssl-images-amazon.com/images/I/412Bfx0WQqL.jpg,Desktop,USB Type-A 3.2 Gen 1,5000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/xd4gXL/samsung-external-hard-drive-stshxd401tdb,https://cdna.pcpartpicker.com/static/forever/images/product/0504197d33d831f0fa427e56a2f186e9.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/2yp323/samsung-external-hard-drive-stshxd301tdb,https://m.media-amazon.com/images/I/41Jx+3uQ3zL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/hwrcCJ/samsung-external-hard-drive-stshxd201tdb,https://cdna.pcpartpicker.com/static/forever/images/product/57c156547bbb3a012dd2596e4195e036.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/sTwqqs/samsung-external-hard-drive-hxd401tdbg,https://cdna.pcpartpicker.com/static/forever/images/product/02db00a8a13e76503c0c15b75c4bbc62.256p.jpg,Desktop,,4000 GB,,,
Samsung D3 Station,https://pcpartpicker.com/product/wf6BD3/samsung-external-hard-drive-hxd301tdbg,https://m.media-amazon.com/images/I/41Jx+3uQ3zL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Samsung  D3 Station,https://pcpartpicker.com/product/gH6BD3/samsung-external-hard-drive-hxd201tdbg,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
LaCie d2,https://pcpartpicker.com/product/tFfmP6/lacie-external-hard-drive-9000492u,https://m.media-amazon.com/images/I/312erlEy02L.jpg,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",3000 GB,,,
LaCie d2 Quadra,https://pcpartpicker.com/product/hhR48d/lacie-external-hard-drive-9000481u,https://m.media-amazon.com/images/I/21CnFw6fY+L.jpg,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",5000 GB,,,
LaCie 2big,https://pcpartpicker.com/product/HXg323/lacie-external-hard-drive-9000478,/static/forever/img/no-image.png,Desktop,Thunderbolt,10000 GB,,,
LaCie 4big Quadra,https://pcpartpicker.com/product/fh4gXL/lacie-external-hard-drive-9000319u,https://images-na.ssl-images-amazon.com/images/I/313goaf9WHL.jpg,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",8000 GB,,,
LaCie Minimus,https://pcpartpicker.com/product/yXg323/lacie-external-hard-drive-302004,https://images-na.ssl-images-amazon.com/images/I/41VhujZgQ7L.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
LaCie d2,https://pcpartpicker.com/product/3LrcCJ/lacie-external-hard-drive-9000472u,https://m.media-amazon.com/images/I/41AiiNljGXL.jpg,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",6000 GB,,,
LaCie d2,https://pcpartpicker.com/product/hwTmP6/lacie-external-hard-drive-9000465,https://images-na.ssl-images-amazon.com/images/I/41ojbT%2BOGTL.jpg,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",5000 GB,,,
LaCie Porsche Design,https://pcpartpicker.com/product/2szv6h/lacie-external-hard-drive-9000385,https://m.media-amazon.com/images/I/31pFBxgdKWL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
LaCie 2big Quadra,https://pcpartpicker.com/product/th4gXL/lacie-external-hard-drive-9000354,https://m.media-amazon.com/images/I/41AYYbPovVL.jpg,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",6000 GB,,,
LaCie d2,https://pcpartpicker.com/product/q2phP6/lacie-external-hard-drive-9000353,https://images-na.ssl-images-amazon.com/images/I/31IGrBWnykL.jpg,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",3000 GB,,,
LaCie  Little Big Disk,https://pcpartpicker.com/product/tMqdnQ/lacie-external-hard-drive-9000350,https://m.media-amazon.com/images/I/31zVddKkeFL.jpg,Desktop,Thunderbolt,1000 GB,,,
LaCie 2big Quadra,https://pcpartpicker.com/product/J2phP6/lacie-external-hard-drive-9000316,https://m.media-amazon.com/images/I/31HqUEtCrAL.jpg,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",4000 GB,,,
LaCie d2,https://pcpartpicker.com/product/gnZQzy/lacie-external-hard-drive-9000303,https://images-na.ssl-images-amazon.com/images/I/41%2BYJV9DWgL.jpg,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",4000 GB,,,
Western Digital My Book for Mac,https://pcpartpicker.com/product/dd3RsY/western-digital-external-hard-drive-wdbycc0030hbknesn,https://m.media-amazon.com/images/I/31rU99GMSyL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Western Digital My Book for Mac,https://pcpartpicker.com/product/3Lh9TW/western-digital-external-hard-drive-wdbycc0020hbknesn,https://m.media-amazon.com/images/I/31bSouwnwoL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/G6hj4D/western-digital-external-hard-drive-wdbwlg0050hbknesn,https://m.media-amazon.com/images/I/31sUB5ASY3L.jpg,Desktop,USB Type-A 3.2 Gen 1,5000 GB,,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/wXXfrH/western-digital-external-hard-drive-wdbwlg0020hbknesn,https://m.media-amazon.com/images/I/316Tm4vzZXL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Western Digital My Book Thunderbolt Duo,https://pcpartpicker.com/product/Wtw323/western-digital-external-hard-drive-wdbusk0040jslnesn,https://cdna.pcpartpicker.com/static/forever/images/product/542c030fe124c8e60d5cfa3c3d5c0348.256p.jpg,Desktop,Thunderbolt,4000 GB,,,
Western Digital My Book Studio,https://pcpartpicker.com/product/tcdqqs/western-digital-external-hard-drive-wdbhml0040halnesn,https://images-na.ssl-images-amazon.com/images/I/31DWk9PuATL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Western Digital My Book Studio,https://pcpartpicker.com/product/rxDwrH/western-digital-external-hard-drive-wdbc3g0030halnesn,https://images-na.ssl-images-amazon.com/images/I/21h865CMIJL.jpg,Desktop,"IEEE 1394B 9-Pin, USB Type-A 2.0",3000 GB,,,
Western Digital My Book Studio,https://pcpartpicker.com/product/VNfp99/western-digital-external-hard-drive-wdbc3g0020halnesn,https://m.media-amazon.com/images/I/41itUnCAAHL.jpg,Desktop,"IEEE 1394B 9-Pin, USB Type-A 2.0",2000 GB,,,
LaCie Blade Runner,https://pcpartpicker.com/product/pTsKHx/lacie-external-hard-drive-9000119,https://m.media-amazon.com/images/I/51o6EgyVplL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
LaCie Minimus,https://pcpartpicker.com/product/HG7wrH/lacie-external-hard-drive-301967,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
LaCie d2 Quadra,https://pcpartpicker.com/product/YNR48d/lacie-external-hard-drive-301549u,https://m.media-amazon.com/images/I/31c35VELmHL.jpg,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",3000 GB,,,
LaCie d2 Quadra,https://pcpartpicker.com/product/h9fp99/lacie-external-hard-drive-301543u,/static/forever/img/no-image.png,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",2000 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/FCfp99/buffalo-technology-external-hard-drive-ssdwa512t,https://images-na.ssl-images-amazon.com/images/I/31Ul0IkkQqL.jpg,Desktop,Thunderbolt,512 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/VfJwrH/buffalo-technology-external-hard-drive-ssdwa256t,https://images-na.ssl-images-amazon.com/images/I/31Ul0IkkQqL.jpg,Desktop,Thunderbolt,256 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/TFBv6h/buffalo-technology-external-hard-drive-ssdwa10t,https://m.media-amazon.com/images/I/31Ul0IkkQqL.jpg,Desktop,Thunderbolt,1000 GB,,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/cRLypg/buffalo-technology-external-hard-drive-hdwl8tu3r1,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,8000 GB,,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/CMBv6h/buffalo-technology-external-hard-drive-hdwl6tu3r1,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/GNR48d/buffalo-technology-external-hard-drive-hdwl4tu3r1,https://m.media-amazon.com/images/I/31yI7T7orfL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/Lmn2FT/buffalo-technology-external-hard-drive-hdwl2tu3r1,https://m.media-amazon.com/images/I/41wfEHdEObL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/4TsKHx/buffalo-technology-external-hard-drive-hdlx20tu3,https://cdna.pcpartpicker.com/static/forever/images/product/5f125f627e121a06fcc6969eb23252ca.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/gB8Zxr/buffalo-technology-external-hard-drive-hdlx10tu3,https://m.media-amazon.com/images/I/41+5sPx8CUL.jpg,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/HbW9TW/buffalo-technology-external-hard-drive-hdlc40u3,https://m.media-amazon.com/images/I/31nir4I5dfL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/dTsKHx/buffalo-technology-external-hard-drive-hdlc30u3,https://m.media-amazon.com/images/I/31nir4I5dfL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/sxn2FT/buffalo-technology-external-hard-drive-hdlc20u3,https://images-na.ssl-images-amazon.com/images/I/31nir4I5dfL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Buffalo Technology DriveStation Axis ,https://pcpartpicker.com/product/Rtw323/buffalo-technology-external-hard-drive-hdlb10tu3,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,,
Corsair EX300U,https://pcpartpicker.com/product/nTRnTW/corsair-ex300u-2-tb-external-ssd-cssd-ex300u2tb,https://cdna.pcpartpicker.com/static/forever/images/product/8c2e0af3adc332b7e3d19e3d77098f91.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.145,Black,289.99
Integral SlimXpress,https://pcpartpicker.com/product/DCJBD3/integral-slimxpress-4-tb-external-ssd-inssd4tport32slimx,https://m.media-amazon.com/images/I/31J0wRAPPZL.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,,Black,
Integral SlimXpress,https://pcpartpicker.com/product/wt62FT/integral-slimxpress-2-tb-external-ssd-inssd2tport32slimx,https://m.media-amazon.com/images/I/31GghNUPvZL.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
Integral SlimXpress,https://pcpartpicker.com/product/GBm2FT/integral-slimxpress-500-gb-external-ssd-inssd500gport32slimx,https://m.media-amazon.com/images/I/31GghNUPvZL.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Black,
Integral SlimXpress Pro,https://pcpartpicker.com/product/LCJBD3/integral-slimxpress-pro-4-tb-external-ssd-inssd4tport32slimxs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,4000 GB,,Silver / Black,
Integral SlimXpress Pro,https://pcpartpicker.com/product/NLkqqs/integral-slimxpress-pro-2-tb-external-ssd-inssd2tport32slimxs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,,Silver / Black,
Integral SlimXpress Pro,https://pcpartpicker.com/product/nmG2FT/integral-slimxpress-pro-1-tb-external-ssd-inssd1tport32slimxs,https://cdna.pcpartpicker.com/static/forever/images/product/38f2db084668d309c077a3ba1bd496b0.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Silver / Black,
Integral SlimXpress Pro,https://pcpartpicker.com/product/fMpD4D/integral-slimxpress-pro-500-gb-external-ssd-inssd500gport32slimxs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,500 GB,,Silver / Black,
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/ZPjRsY/teamgroup-pd20-eco-mini-2-tb-external-ssd-tpseg4002t0c102,https://cdna.pcpartpicker.com/static/forever/images/product/cdbba3c2018a5ce2771af03442b9b2af.256p.jpg,Portable,USB Type-C,2000 GB,$0.124,White / Green,248.99
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/T36NnQ/teamgroup-pd20-eco-mini-1-tb-external-ssd-tpseg4001t0c102,https://cdna.pcpartpicker.com/static/forever/images/product/cb330eeb6f496c8fef20e0be63d93b6e.256p.jpg,Portable,USB Type-C,1000 GB,,White / Green,
Lexar ARMOR 700,https://pcpartpicker.com/product/6rNYcf/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnlnu,https://m.media-amazon.com/images/I/31nHwTtUo3L.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,$0.217,Blue,434.99
Lexar ARMOR 700,https://pcpartpicker.com/product/bKvD4D/lexar-armor-700-1-tb-external-ssd-lar700x001t-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/64aee134134ca2900e48c834c82830a2.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,$0.235,Black,234.99
TEAMGROUP M200,https://pcpartpicker.com/product/rD9wrH/teamgroup-m200-8-tb-external-ssd-t8fed9008t0c102,https://m.media-amazon.com/images/I/31hnXhRdY+L.jpg,Portable,USB Type-C 3.2 Gen 2x2,8000 GB,,Black,
TEAMGROUP M200,https://pcpartpicker.com/product/VwdG3C/teamgroup-m200-250-gb-external-ssd-t8fed9250g0c102,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,250 GB,,Black,
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/xTkH99/teamgroup-t-create-cinemapr-p31-4-tb-external-ssd-tpsefy004t0c802,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,4000 GB,,Gray,
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/8PpQzy/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c802,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,,Gray,
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/m2sV3C/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c802,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Gray,
Lexar SL500,https://pcpartpicker.com/product/zWqrxr/lexar-sl500-512-gb-external-ssd-lsl500x512g-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/f4e1f7bbf83e6d9ca19b6a4ef297237b.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,512 GB,,Black,
Lexar SL500,https://pcpartpicker.com/product/6mTZxr/lexar-sl500-2-tb-external-ssd-lsl500x002t-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/23f3033c5244a718732b6a70cd334109.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,,Black,
Lexar Professional SL600,https://pcpartpicker.com/product/bdV2FT/lexar-professional-sl600-512-gb-external-ssd-lsl600x512g-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/c0b42ff136df4e3e48a47807ff520c6d.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,512 GB,,Black,
Lexar SL210,https://pcpartpicker.com/product/7ZTZxr/lexar-sl210-2-tb-external-ssd-lsl210x002t-rnnng,https://m.media-amazon.com/images/I/31YBJWqXAWL.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Black,
Lexar SL210,https://pcpartpicker.com/product/VCXV3C/lexar-sl210-1-tb-external-ssd-lsl210x001t-rnnng,https://m.media-amazon.com/images/I/31YBJWqXAWL.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black,
Lexar SL210,https://pcpartpicker.com/product/mWqrxr/lexar-sl210-500-gb-external-ssd-lsl210x500g-rnnng,https://m.media-amazon.com/images/I/31Kk0cGR0rL.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Black,
Lexar SL200,https://pcpartpicker.com/product/k8grxr/lexar-sl200-512-gb-external-ssd-lsl200x512g-rnnnu,https://cdna.pcpartpicker.com/static/forever/images/product/be248124af0c286af224f8458e485b20.256p.jpg,Portable,USB Type-C 3.2 Gen 1,512 GB,,Black,
Lexar SL100 Pro,https://pcpartpicker.com/product/9FNYcf/lexar-sl100-pro-500-gb-external-ssd-lsl100p-500rbna,https://m.media-amazon.com/images/I/31+uRWvOEWS.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Black,
Lexar SL100 Pro,https://pcpartpicker.com/product/RHMMnQ/lexar-sl100-pro-1-tb-external-ssd-lsl100p-1trbna,https://cdna.pcpartpicker.com/static/forever/images/product/f6dfc2e6fbaa52dd777243c3f635aaa0.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black,
Sabrent Rocket nano XTRM,https://pcpartpicker.com/product/HGgrxr/sabrent-rocket-nano-xtrm-1-tb-external-ssd-sb-xtmn-1tb,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.221,Black,220.99
Sabrent Rocket Pro,https://pcpartpicker.com/product/HVP8TW/sabrent-rocket-pro-4-tb-external-ssd-sb-4tb-pro,https://m.media-amazon.com/images/I/31iCjYkh9-L.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,,Silver,
Sabrent Rocket Pro,https://pcpartpicker.com/product/PPXJ7P/sabrent-rocket-pro-2-tb-external-ssd-sb-2tb-pro,https://m.media-amazon.com/images/I/31iCjYkh9-L.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Silver,
Sabrent Rocket Pro,https://pcpartpicker.com/product/hsrqqs/sabrent-rocket-pro-1-tb-external-ssd-sb-1tb-pro,https://m.media-amazon.com/images/I/31iCjYkh9-L.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Silver,
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/vLLdnQ/sabrent-rocket-xtrm-q-8-tb-external-ssd-sb-xtmq-8tb,https://m.media-amazon.com/images/I/31w51FYhLnL.jpg,Portable,USB Type-C 3.2 Gen 2,8000 GB,,Black,
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/JF9wrH/sabrent-rocket-xtrm-q-4-tb-external-ssd-sb-xtmq-4tb,https://m.media-amazon.com/images/I/31w51FYhLnL.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,,Black,
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/chkWGX/sabrent-rocket-xtrm-q-2-tb-external-ssd-sb-xtmq-2tb,https://m.media-amazon.com/images/I/31w51FYhLnL.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/PbzXsY/sabrent-rocket-xtrm-q-1-tb-external-ssd-sb-xtmq-1tb,https://m.media-amazon.com/images/I/31w51FYhLnL.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Black,
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/dN4Zxr/sabrent-rocket-xtrm-q-500-gb-external-ssd-sb-xtmq-500,https://m.media-amazon.com/images/I/31w51FYhLnL.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Black,
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/CNcG3C/sabrent-rocket-nano-rugged-2-tb-external-ssd-sb-2tb-nawp,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Silver,
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/s6grxr/sabrent-rocket-nano-rugged-512-gb-external-ssd-sb-512-nawp,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,512 GB,,Silver,
Sabrent Rocket Nano,https://pcpartpicker.com/product/DrsV3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-pnk,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.129,Pink,257.26
Sabrent Rocket Nano,https://pcpartpicker.com/product/wMQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-red,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.156,Red,311.83
Sabrent Rocket Nano,https://pcpartpicker.com/product/MPdG3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blu,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Blue,
Sabrent Rocket Nano,https://pcpartpicker.com/product/GvQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-gld,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Gold,
Sabrent Rocket Nano,https://pcpartpicker.com/product/LWLdnQ/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blk,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
Sabrent Rocket Nano,https://pcpartpicker.com/product/nk3NnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-pnk,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Pink,
Sabrent Rocket Nano,https://pcpartpicker.com/product/fKQKHx/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-red,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Red,
Sabrent Rocket Nano,https://pcpartpicker.com/product/4Xqrxr/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blu,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Blue,
Sabrent Rocket Nano,https://pcpartpicker.com/product/YpLdnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-gld,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Gold,
Sabrent Rocket Nano,https://pcpartpicker.com/product/swcG3C/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blk,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Black,
Sabrent Rocket Nano,https://pcpartpicker.com/product/yGLFf7/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano,https://cdna.pcpartpicker.com/static/forever/images/product/390630ce8dfb078bda60fdf5639d389b.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Silver,
Sabrent Rocket Nano,https://pcpartpicker.com/product/Znhv6h/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-pnk,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,512 GB,,Pink,
Sabrent Rocket Nano,https://pcpartpicker.com/product/TvQKHx/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-red,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,512 GB,,Red,
Sabrent Rocket Nano,https://pcpartpicker.com/product/BQvD4D/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blu,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,512 GB,,Blue,
Sabrent Rocket Nano,https://pcpartpicker.com/product/zmpQzy/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-gld,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,512 GB,,Gold,
Sabrent Rocket Nano,https://pcpartpicker.com/product/j8qrxr/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano-blk,https://m.media-amazon.com/images/I/31tpLcnl+sL.jpg,Portable,USB Type-C 3.2 Gen 2,512 GB,,Black,
Sabrent Rocket Nano,https://pcpartpicker.com/product/Dtnypg/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano,https://cdna.pcpartpicker.com/static/forever/images/product/390630ce8dfb078bda60fdf5639d389b.256p.jpg,Portable,USB Type-C 3.2 Gen 2,512 GB,,Silver,
Apricorn Padlock SSD,https://pcpartpicker.com/product/4mpQzy/apricorn-padlock-ssd-2-tb-external-ssd-assd-3pl256-2tbf,https://cdna.pcpartpicker.com/static/forever/images/product/051c7ed1d33824484722970803ef40f9.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.376,Black,751.99
Apricorn Padlock SSD,https://pcpartpicker.com/product/YtyH99/apricorn-padlock-ssd-1-tb-external-ssd-assd-3pl256-1tbf,https://cdna.pcpartpicker.com/static/forever/images/product/ef5d394d09fbf6423a73026272247443.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.508,Black,507.99
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/BYYRsY/apricorn-aegis-padlock-30-2-tb-external-ssd-a25-3pl256-s2000,https://cdna.pcpartpicker.com/static/forever/images/product/c8235780cabd70fc91f4b1c5bdf07872.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.355,Black,709.99
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/zsrqqs/apricorn-aegis-padlock-30-1-tb-external-ssd-a25-3pl256-s1000,https://m.media-amazon.com/images/I/417Qc8maD0L.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.457,Black,456.99
