Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
Kingston FURY Beast 64 GB,Kingston ,KF560C30BBEK2-64 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$17.775 ,Black ,10 ns ,30 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Pro Overclocking 32 GB,Crucial ,CP2K16G64C32U5W ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$12.500 ,White ,10 ns ,32 ,1.35 V ,32-40-40-103 ,Non-ECC / Unbuffered ,Yes 
V-Color TRA564G60D436O 512 GB,V-Color ,TRA564G60D436O ,DDR5-6000 ,288-pin DIMM (DDR5) ,8 x 64GB ,$37.187 ,Black ,12 ns ,36 ,1.25 V ,36-38-38-96 ,ECC / Registered ,No 
Corsair Vengeance RGB 32 GB,Corsair ,CMH32GX5M2B6000Z30W ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.406 ,White ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-3000C14D-16GVR ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Patriot Viper Venom 16 GB,Patriot ,PVV516G560C40K ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 8GB ,$14.874 ,Black / White ,14.286 ns ,40 ,1.25 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Titanium 64 GB,Corsair ,CMP64GX5M2X6600C32 ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$18.562 ,Black ,9.697 ns ,32 ,1.4 V ,32-39-39-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 64 GB,Corsair ,CMK64GX5M2B5200C40 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 32GB ,$10.750 ,Black ,15.385 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 64 GB,Corsair ,CMD64GX4M4C3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,$14.047 ,Black / Silver ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 48 GB,G.Skill ,F5-8400J4052G24GX2-TZ5RK ,DDR5-8400 ,288-pin DIMM (DDR5) ,2 x 24GB ,$12.500 ,Black ,9.524 ns ,40 ,1.4 V ,40-52-52-134 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 16 GB,Kingston ,HX432C16FB3K2/16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 16 GB,TEAMGROUP ,TLZGD416G3200HC16FDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$8.749 ,Gray ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 16 GB,Kingston ,KF560C36BBEK2-16 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 8GB ,$15.953 ,Black / Silver ,12 ns ,36 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 16 GB,Kingston ,KF560C30BBEA-16 ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 16GB ,$19.269 ,Black ,10 ns ,30 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 128 GB,Kingston ,KF556C40BBK4-128 ,DDR5-5600 ,288-pin DIMM (DDR5) ,4 x 32GB ,$18.971 ,Black ,14.286 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal Neo RGB 64 GB,G.Skill ,F5-6000J3036G32GX2-TR5NS ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$16.094 ,Silver ,10 ns ,30 ,1.4 V ,30-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Lexar THOR OC 32 GB,Lexar ,LD5U16G60C32LG-RUD ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$12.500 ,Black / Gold ,10.667 ns ,32 ,1.35 V ,32-38-38-76 ,Non-ECC / Unbuffered ,Yes 
Klevv FIT V 32 GB,Klevv ,KD5AGU880-56K300L ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,10.714 ns ,30 ,1 V ,30-36-36-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 32 GB,Kingston ,KF560C30BWEAK2-32 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$18.962 ,White ,10 ns ,30 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Timetec PINNACLE Konduit 16 GB,Timetec ,PKMD4U32C16CNHB8GK2 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Aegis 16 GB,G.Skill ,F4-3200C16D-16GIS ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$11.068 ,Red / Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,No 
Crucial Pro 64 GB,Crucial ,CP2K32G56C46U5 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$10.234 ,Black ,16.429 ns ,46 ,1.1 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 16 GB,Corsair ,CMK16GX5M1E6000Z36 ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 16GB ,$13.499 ,Gray ,12 ns ,36 ,1.35 V ,36-44-44-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 64 GB,G.Skill ,F5-6000J3636F32GX2-TZ5RK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$13.906 ,Black ,12 ns ,36 ,1.35 V ,36-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2B3200C16W ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo 64 GB,G.Skill ,F5-6000J3040G32GX2-TZ5N ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$14.062 ,Black / Silver ,10 ns ,30 ,1.4 V ,30-40-40-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3600C16D-32GVKC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$10.000 ,Black ,8.889 ns ,16 ,1.35 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2D3000C16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,$8.937 ,Black ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Create Expert 32 GB,TEAMGROUP ,CTCWD532G6000HC30DC01 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.000 ,White ,10 ns ,30 ,1.35 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 16 GB,TEAMGROUP ,TF3D416G3600HC18JDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$9.937 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-3200C16S-16GVK ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,$7.812 ,Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan Z 32 GB,TEAMGROUP ,TLZGD432G3200HC16FDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,$7.812 ,Gray ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 4 GB,Corsair ,CMZ4GX3M2A1600C9 ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 2GB ,,Black / Silver ,11.25 ns ,9 ,1.5 V ,9-9-9-24 ,Non-ECC / Unbuffered ,Yes 
Crucial CP2K64G56C46U5 128 GB,Crucial ,CP2K64G56C46U5 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 64GB ,$9.711 ,Black ,16.429 ns ,46 ,1.1 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Pro 96 GB,Crucial ,CP2K48G56C46U5 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 48GB ,$8.542 ,Black ,16.429 ns ,46 ,1.1 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB 128 GB,Corsair ,CMH128GX5M4B5600C40 ,DDR5-5600 ,288-pin DIMM (DDR5) ,4 x 32GB ,,Black ,14.286 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 32 GB,Corsair ,CMK32GX5M2B5600C40 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.312 ,Black / Gray ,14.286 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
V-Color Manta XSky RGB 32 GB,V-Color ,TMXSAL1664832KWK ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,10 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
Crucial Pro Overclocking 16 GB,Crucial ,CP16G60C36U5B ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 16GB ,$14.687 ,Black ,12 ns ,36 ,1.35 V ,36-38-38-80 ,Non-ECC / Unbuffered ,Yes 
Kingston KHX8500D2K2/4GR 4 GB,Kingston ,KHX8500D2K2/4G ,DDR2-1066 ,240-pin DIMM (DDR2) ,2 x 2GB ,,Blue ,9.381 ns ,5 ,2.2 V ,5-5-5-15 ,Non-ECC / Unbuffered ,Yes 
PNY XLR8 32 GB,PNY ,MD32GK2D4320016XR ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,$3.750 ,Black / Red ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo RGB 96 GB,G.Skill ,F5-6000J2836F48GX2-TZ5NR ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 48GB ,$13.021 ,Black ,9.333 ns ,28 ,1.35 V ,28-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 32 GB,Kingston ,KF560C36BBE2K2-32 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.281 ,Black ,12 ns ,36 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 16 GB,TEAMGROUP ,TF4D416G3600HC18JDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$9.937 ,White ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws M5 Neo RGB 32 GB,G.Skill ,F5-6000J3636F16GX2-RM5NRK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,12 ns ,36 ,1.35 V ,36-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 32 GB,Corsair ,CMK32GX5M2B6400C36 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.125 ,Black ,11.25 ns ,36 ,1.4 V ,36-48-48-104 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro SL 32 GB,Corsair ,CMH32GX4M2D3600C18W ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$8.750 ,White / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2D3600C18 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$10.062 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Crucial CT51264BD160B 4 GB,Crucial ,CT51264BD160B ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 4GB ,$3.248 ,Green ,13.75 ns ,11 ,1.35 V ,,Non-ECC / Unbuffered ,No 
G.Skill Flare X5 128 GB,G.Skill ,F5-6000J3244G64GX2-FX5 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 64GB ,$16.719 ,Black ,10.667 ns ,32 ,1.4 V ,32-44-44-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-3600C18D-16GVK ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$9.999 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
OLOy MD4U083216BJDA 16 GB,OLOy ,MD4U083216BJDA ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 192 GB,Corsair ,CMK192GX5M4B5200C38 ,DDR5-5200 ,288-pin DIMM (DDR5) ,4 x 48GB ,,Black ,14.615 ns ,38 ,1.25 V ,38-38-38-84 ,Non-ECC / Unbuffered ,Yes 
Patriot Viper Venom 16 GB,Patriot ,PVV516G600C36GK ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Black / Silver ,12 ns ,36 ,1.35 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Zenith Gaming 32 GB,Silicon Power , SP032GXLWU60AFDG | SU032GXLWU60AFDGSW | SU032GXLWU60AFDGAB | SU032GXLWU60AFDGEC | ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$12.187 ,White ,10 ns ,30 ,1.35 V ,30-38-38-96 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 128 GB,Kingston ,KF556C36BBEAK2-128 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 64GB ,$17.656 ,Black ,12.857 ns ,36 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Silicon Power SP016GBLFU320B22 16 GB,Silicon Power ,SP016GBLFU320B22 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$7.812 ,,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Corsair Vengeance LPX 64 GB,Corsair ,CMK64GX4M2E3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black / Yellow ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 32 GB,Kingston ,KF556C36BBEAK2-32 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$18.130 ,Black ,12.857 ns ,36 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Lexar THOR 16 GB,Lexar ,LD4BU008G-R3200GDXG ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 32 GB,Kingston ,KF556C36BBEK2-32 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.512 ,Black ,12.857 ns ,36 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 16 GB,TEAMGROUP ,TF3D416G3200HC16FDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$12.501 ,Black ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Elite 16 GB,TEAMGROUP ,TED316G1600C11DC01 ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 8GB ,$2.437 ,Black ,13.75 ns ,11 ,1.5 V ,11-11-11-28 ,Non-ECC / Unbuffered ,No 
Supermicro MEM-DR412L-SL02-LR26 128 GB,Supermicro ,MEM-DR412L-SL02-LR26 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 128GB ,,Green / Black ,16.504 ns ,22 ,1.2 V ,,ECC / Registered ,No 
Crucial Pro Overclocking 64 GB,Crucial ,CP2K32G64C40U5B ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 32GB ,$10.953 ,Black ,12.5 ns ,40 ,1.35 V ,40-40-40-84 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Titanium 32 GB,Corsair ,CMP32GX5M2B6000C30 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$18.437 ,Black ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 64 GB,Corsair ,CMK64GX5M2B6000Z30 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$16.719 ,Black / Gray ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 32 GB,G.Skill ,F4-3600C16D-32GTZNC ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$10.000 ,Black / Silver ,8.889 ns ,16 ,1.35 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
Crucial CT2K16G4DFRA32A 32 GB,Crucial ,CT2K16G4DFRA32A ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Green / Black ,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Acer Predator Pallas II 32 GB,Acer , BL.9BWWR.432 | VESTA2-32GB-6000-1R8-V1 | ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,10 ns ,30 ,1.35 V ,30-38-38-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill NT 8 GB,G.Skill ,F4-2400C15S-8GNT ,DDR4-2400 ,288-pin DIMM (DDR4) ,1 x 8GB ,$7.375 ,Black ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Trident Z5 Neo RGB 32 GB,G.Skill ,F5-6000J2636H16GX2-TZ5NR ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$21.875 ,Black ,8.667 ns ,26 ,1.45 V ,26-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 64 GB,Corsair ,CMK64GX5M2B6400C32 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 32GB ,$17.609 ,Black / Gray ,10 ns ,32 ,1.4 V ,32-40-40-84 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 64 GB,Kingston ,KF564C32BBEAK2-64 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 32GB ,$18.116 ,Black ,10 ns ,32 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo RGB 256 GB,G.Skill ,F5-6000J3644D64GX4-TZ5NR ,DDR5-6000 ,288-pin DIMM (DDR5) ,4 x 64GB ,$14.453 ,Black ,12 ns ,36 ,1.25 V ,36-44-44-96 ,Non-ECC / Unbuffered ,Yes 
Crucial CT2K16G56C46U5 32 GB,Crucial ,CT2K16G56C46U5 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.593 ,Black ,16.429 ns ,46 ,1.1 V ,,Non-ECC / Unbuffered ,No 
G.Skill Trident Z5 Royal 32 GB,G.Skill ,F5-6400J3039G16GX2-TR5S ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.500 ,White ,9.375 ns ,30 ,1.4 V ,30-39-39-102 ,Non-ECC / Unbuffered ,Yes 
Crucial CT2K16G64C52CU5 32 GB,Crucial ,CT2K16G64C52CU5 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,16.25 ns ,52 ,1.1 V ,52-52-52-103 ,Non-ECC / Unbuffered ,No 
Corsair Vengeance 16 GB,Corsair ,CMK16GX5M1B5200C40 ,DDR5-5200 ,288-pin DIMM (DDR5) ,1 x 16GB ,$13.312 ,Black ,15.385 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2A2133C13 ,DDR4-2133 ,288-pin DIMM (DDR4) ,2 x 8GB ,$8.812 ,Black / Yellow ,12.189 ns ,13 ,1.2 V ,13-15-15-28 ,Non-ECC / Unbuffered ,Yes 
Klevv FIT V 32 GB,Klevv ,KD5AGU880-60B280L ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,9.333 ns ,28 ,1.4 V ,28-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 8 GB,Kingston ,KF556C40BB-8 ,DDR5-5600 ,288-pin DIMM (DDR5) ,1 x 8GB ,$23.477 ,Black ,14.286 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal Neo 64 GB,G.Skill ,F5-6000J2636H32GX2-TR5NS ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Silver ,8.667 ns ,26 ,1.45 V ,26-36-36-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 CK RGB 48 GB,G.Skill ,F5-9600C4658H24GX2-TZ5CRK ,DDR5-9600 ,288-pin DIMM (DDR5) ,2 x 24GB ,,Black ,9.583 ns ,46 ,1.45 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Titanium 64 GB,Corsair ,CMP64GX5M2B6000C30W ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$18.437 ,White ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Mushkin Essentials 4 GB,Mushkin ,992182 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Trident Z5 Neo 128 GB,G.Skill ,F5-6000J3444F64GX2-TZ5NR ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 64GB ,$16.719 ,Black ,11.333 ns ,34 ,1.35 V ,34-44-44-96 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,FF3D532G6000HC38ADC01 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,12.667 ns ,38 ,1.25 V ,38-38-38-78 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 16 GB,Kingston ,KF556C40BBK2-16 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Black ,14.286 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Silicon Power SP016GBLFU320X02 16 GB,Silicon Power ,SP016GBLFU320X02 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 16GB ,$7.487 ,,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Patriot Viper Steel 16 GB,Patriot ,PVS416G320C6K ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$11.062 ,Silver / Black ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 32 GB,Corsair ,CMK32GX5M2B5200C40 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.312 ,Black ,15.385 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB 32 GB,Corsair ,CMH32GX5M2D6000C36W ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,12 ns ,36 ,1.35 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-6400J3239G16GX2-TZ5RK ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$14.375 ,Black ,10 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3600C18D-32GVK ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$7.656 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY 32 GB,Kingston ,KF556C40BWAK2-32 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,14.286 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 8 GB,Kingston ,HX426C16FB3/8 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,12.003 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 256 GB,Corsair ,CMK256GX4M8D3600C18 ,DDR4-3600 ,288-pin DIMM (DDR4) ,8 x 32GB ,,Black / Yellow ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Kingston Server Premier 64 GB,Kingston ,KSM32RD4/64MFR ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 64GB ,$11.125 ,,13.75 ns ,22 ,1.2 V ,,ECC / Registered ,No 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,TF3D432G3200HC16FDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,$8.125 ,Black ,10 ns ,16 ,1.35 V ,16-20-20-40 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 64 GB,G.Skill ,F4-3600C18D-64GTZR ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 32GB ,$9.375 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 16 GB,TEAMGROUP ,TF4D416G3200HC16CDC01 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,$9.874 ,White ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 32 GB,Kingston ,KF560C36BWE2K2-32 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.281 ,White ,12 ns ,36 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 32 GB,Kingston ,KF436C18BBK2/32 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$12.368 ,Black ,10 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Flare X5 256 GB,G.Skill ,F5-6000J3244G64GX4-FX5 ,DDR5-6000 ,288-pin DIMM (DDR5) ,4 x 64GB ,$15.625 ,Black ,10.667 ns ,32 ,1.4 V ,32-44-44-96 ,Non-ECC / Unbuffered ,Yes 
