Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
AMD Ryzen 7 2700X,https://pcpartpicker.com/product/bddxFT/amd-ryzen-7-2700x-37ghz-8-core-processor-yd270xbgafbox,https://cdna.pcpartpicker.com/static/forever/images/product/4e84967ef18c9b42e543b58c836d73ef.256p.jpg,8,3.7 GHz,4.3 GHz,Zen+,105 W,None,
Intel Core i9-13900K,https://pcpartpicker.com/product/DhVmP6/intel-core-i9-13900k-3-ghz-24-core-processor-bx8071513900k,https://cdna.pcpartpicker.com/static/forever/images/product/9ec7bf0f10e60c175e9b64c51bab7240.256p.jpg,24,3 GHz,5.8 GHz,Raptor Lake,125 W,Intel UHD Graphics 770,478.39
AMD Ryzen 9 3900X,https://pcpartpicker.com/product/tLCD4D/amd-ryzen-9-3900x-36-ghz-12-core-processor-100-100000023box,https://cdna.pcpartpicker.com/static/forever/images/product/14adcd1fc88ebf386b746037c966b6af.256p.jpg,12,3.8 GHz,4.6 GHz,Zen 2,105 W,None,
AMD Threadripper 3970X,https://pcpartpicker.com/product/rkwkcf/amd-threadripper-3970x-37-ghz-32-core-processor-100-100000011wof,https://cdna.pcpartpicker.com/static/forever/images/product/f2cacb6e0f6003d798989357654aff3c.256p.jpg,32,3.7 GHz,4.5 GHz,Zen 2,280 W,None,1399.99
AMD Ryzen 5 3400G,https://pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,https://cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,4,3.7 GHz,4.2 GHz,Zen+,65 W,Radeon Vega 11,
Intel Core i7-10700K,https://pcpartpicker.com/product/yhxbt6/intel-core-i7-10700k-38-ghz-8-core-processor-bx8070110700k,https://cdna.pcpartpicker.com/static/forever/images/product/6a40f9732bef504af112c33a980482b2.256p.jpg,8,3.8 GHz,5.1 GHz,Comet Lake,125 W,Intel UHD Graphics 630,380.99
Intel Core i5-9400F,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f,https://cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,6,2.9 GHz,4.1 GHz,Coffee Lake Refresh,65 W,None,99.99
Intel Core i7-6700K,https://pcpartpicker.com/product/tdmxFT/intel-cpu-bx80662i76700k,https://cdna.pcpartpicker.com/static/forever/images/product/614a9c530cce56d1fafbc5ba97920ab1.256p.jpg,4,4 GHz,4.2 GHz,Skylake,91 W,Intel HD Graphics 530,205.00
AMD Ryzen 7 7700,https://pcpartpicker.com/product/zrRnTW/amd-ryzen-7-7700-36-ghz-8-core-oemtray-processor-100-000000592,https://cdna.pcpartpicker.com/static/forever/images/product/1f2aab4ab8e27a0ec320481944020943.256p.jpg,8,3.6 GHz,5.3 GHz,Zen 4,65 W,Radeon,239.98
AMD Ryzen 9 7900,https://pcpartpicker.com/product/P3cG3C/amd-ryzen-9-7900-36-ghz-12-core-processor-100-100000590box,https://cdna.pcpartpicker.com/static/forever/images/product/119ef93ef95a60950418031082149c5b.256p.jpg,12,3.7 GHz,5.4 GHz,Zen 4,65 W,Radeon,364.00
Intel Core i5-12400,https://pcpartpicker.com/product/tLKKHx/intel-core-i5-12400-25-ghz-6-core-processor-bx8071512400,https://cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,6,2.5 GHz,4.4 GHz,Alder Lake,65 W,Intel UHD Graphics 730,272.02
Intel Core i5-11400F,https://pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,https://cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,6,2.6 GHz,4.4 GHz,Rocket Lake,65 W,None,130.00
Intel Core i9-12900KF,https://pcpartpicker.com/product/2sstt6/intel-core-i9-12900kf-32-ghz-8-core-processor-bx8071512900kf,https://cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg,16,3.2 GHz,5.2 GHz,Alder Lake,125 W,None,329.00
AMD Ryzen 5 5500GT,https://pcpartpicker.com/product/VcvD4D/amd-ryzen-5-5500gt-36-ghz-6-core-processor-100-100001489box,https://cdna.pcpartpicker.com/static/forever/images/product/65f2a2e1999cd06b510b8ee145a2c14f.256p.jpg,6,3.6 GHz,4.4 GHz,Zen 3,65 W,Radeon Vega 7,129.99
AMD Ryzen 5 2600X,https://pcpartpicker.com/product/6mm323/amd-ryzen-5-2600x-36ghz-6-core-processor-yd260xbcafbox,https://cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,6,3.6 GHz,4.2 GHz,Zen+,95 W,None,
AMD Ryzen 5 9600,https://pcpartpicker.com/product/QmqNnQ/amd-ryzen-5-9600-38-ghz-6-core-processor-100-100000718box,https://cdna.pcpartpicker.com/static/forever/images/product/27f7a8fb1bb5a1949879ec482c922757.256p.jpg,6,3.8 GHz,5.2 GHz,Zen 5,65 W,Radeon,223.01
Intel Core i5-9600K,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,https://cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,6,3.7 GHz,4.6 GHz,Coffee Lake Refresh,95 W,Intel UHD Graphics 630,179.00
Intel Core Ultra 5 225,https://pcpartpicker.com/product/tFtkcf/intel-core-ultra-5-225-33-ghz-10-core-processor-bx80768225,https://cdna.pcpartpicker.com/static/forever/images/product/58a1d2f8d0a6d13c9a6bd33593b65980.256p.jpg,10,3.3 GHz,4.9 GHz,Arrow Lake,65 W,Intel Xe,179.98
Intel Celeron G3930,https://pcpartpicker.com/product/WqVBD3/intel-celeron-g3930-29ghz-dual-core-processor-bx80677g3930,https://cdna.pcpartpicker.com/static/forever/images/product/31b2666d1760c0e3ab072c0931f76f83.256p.jpg,2,2.9 GHz,,Kaby Lake,51 W,Intel HD Graphics 610,24.98
Intel Core i5-14400,https://pcpartpicker.com/product/37qrxr/intel-core-i5-14400-25-ghz-10-core-processor-bx8071514400,https://cdna.pcpartpicker.com/static/forever/images/product/be9f67b5c1dc033e0373e28beba6a220.256p.jpg,10,2.5 GHz,4.7 GHz,Raptor Lake Refresh,65 W,Intel UHD Graphics 730,269.89
AMD Ryzen 7 3800X,https://pcpartpicker.com/product/qryV3C/amd-ryzen-7-3800x-39-ghz-8-core-processor-100-100000025box,https://cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,8,3.9 GHz,4.5 GHz,Zen 2,105 W,None,
AMD Ryzen 5 1600 (14nm),https://pcpartpicker.com/product/mV98TW/amd-ryzen-5-1600-32ghz-6-core-processor-yd1600bbaebox,https://cdna.pcpartpicker.com/static/forever/images/product/71be15e31e700684bc9c8fb697bd4f11.256p.jpg,6,3.2 GHz,3.6 GHz,Zen,65 W,None,82.44
Intel Core Ultra 7 265F,https://pcpartpicker.com/product/hw62FT/intel-core-ultra-7-265f-24-ghz-20-core-processor-bx80768265f,https://cdna.pcpartpicker.com/static/forever/images/product/c00ff53f4acdc4d3992f146486edf1ff.256p.jpg,20,2.4 GHz,5.3 GHz,Arrow Lake,65 W,None,329.99
Intel Core i7-4790K,https://pcpartpicker.com/product/6vzv6h/intel-cpu-bx80646i74790k,https://m.media-amazon.com/images/I/51D3J+33JwL.jpg,4,4 GHz,4.4 GHz,Haswell Refresh,88 W,Intel HD Graphics 4600,
Intel Core i7-11700K,https://pcpartpicker.com/product/VW3gXL/intel-core-i7-11700k-36-ghz-8-core-processor-bx8070811700k,https://cdna.pcpartpicker.com/static/forever/images/product/41358d31a00cc8fb673bfa7716ea9498.256p.jpg,8,3.6 GHz,5 GHz,Rocket Lake,125 W,Intel UHD Graphics 750,407.40
Intel Core i7-8700,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700,https://cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,6,3.2 GHz,4.6 GHz,Coffee Lake,65 W,Intel UHD Graphics 630,
Intel Core i5-6500,https://pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,4,3.2 GHz,3.6 GHz,Skylake,65 W,Intel HD Graphics 530,
Intel Core i7-12700F,https://pcpartpicker.com/product/LT3gXL/intel-core-i7-12700f-21-ghz-12-core-processor-bx8071512700f,https://cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,12,2.1 GHz,4.9 GHz,Alder Lake,65 W,None,278.99
AMD Ryzen 3 3100,https://pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box,https://cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,4,3.6 GHz,3.9 GHz,Zen 2,65 W,None,
AMD Ryzen 9 3950X,https://pcpartpicker.com/product/t7CFf7/amd-ryzen-9-3950x-35-ghz-16-core-processor-100-100000051wof,https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg,16,3.5 GHz,4.7 GHz,Zen 2,105 W,None,714.57
Intel Core i7-13700KF,https://pcpartpicker.com/product/w86p99/intel-core-i7-13700kf-34-ghz-16-core-processor-bx8071513700kf,https://cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg,16,3.4 GHz,5.4 GHz,Raptor Lake,125 W,None,479.98
Intel Core i5-10400,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,https://cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,6,2.9 GHz,4.3 GHz,Comet Lake,65 W,Intel UHD Graphics 630,150.00
AMD Threadripper 3960X,https://pcpartpicker.com/product/kNyqqs/amd-ryzen-9-3960x-38-ghz-24-core-processor-100-100000010wof,https://cdna.pcpartpicker.com/static/forever/images/product/3ada9b0ee52763b884f3f76b681846ad.256p.jpg,24,3.8 GHz,4.5 GHz,Zen 2,280 W,None,869.95
Intel Core i7-6700,https://pcpartpicker.com/product/7V7CmG/intel-cpu-bx80662i76700,https://cdna.pcpartpicker.com/static/forever/images/product/771dc6ddec2978c73f3362ac4a8b540e.256p.jpg,4,3.4 GHz,4 GHz,Skylake,65 W,Intel HD Graphics 530,99.99
Intel Core i5-13600KF,https://pcpartpicker.com/product/GVM48d/intel-core-i5-13600kf-35-ghz-14-core-processor-bx8071513600kf,https://cdna.pcpartpicker.com/static/forever/images/product/d151778af9f52d6ab1f9475a0ae84dc0.256p.jpg,14,3.5 GHz,5.1 GHz,Raptor Lake,125 W,None,
Intel Core i7-7700,https://pcpartpicker.com/product/9mRFf7/intel-core-i7-7700-36ghz-quad-core-processor-bx80677i77700,https://cdna.pcpartpicker.com/static/forever/images/product/f927492257891d8bb2daf4b33d4a764f.256p.jpg,4,3.6 GHz,4.2 GHz,Kaby Lake,65 W,Intel HD Graphics 630,102.50
Intel Core i7-10700F,https://pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f,https://cdna.pcpartpicker.com/static/forever/images/product/10ec5737be6d836dd041f66eaa76bcf4.256p.jpg,8,2.9 GHz,4.8 GHz,Comet Lake,65 W,None,249.00
Intel Xeon E5-2680 V4,https://pcpartpicker.com/product/zqmxFT/intel-cpu-bx80660e52680v4,https://cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,14,2.4 GHz,3.3 GHz,Broadwell,120 W,None,2050.00
Intel Core i5-4690,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,4,3.5 GHz,3.9 GHz,Haswell Refresh,84 W,Intel HD Graphics 4600,52.00
Intel Core i3-12100,https://pcpartpicker.com/product/qrhFf7/intel-core-i3-12100-33-ghz-quad-core-processor-bx8071512100,https://cdna.pcpartpicker.com/static/forever/images/product/7fc9bd473f09de3bff4a5a44e832f399.256p.jpg,4,3.3 GHz,4.3 GHz,Alder Lake,60 W,Intel UHD Graphics 730,223.65
Intel Xeon E5-2699 V4,https://pcpartpicker.com/product/rd98TW/intel-cpu-cm8066002022506,https://m.media-amazon.com/images/I/51u2F5EpIpL.jpg,22,2.2 GHz,3.6 GHz,Broadwell,145 W,None,292.05
AMD Ryzen 5 1400,https://pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,https://cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,4,3.2 GHz,3.4 GHz,Zen,65 W,None,59.99
Intel Core i3-14100,https://pcpartpicker.com/product/qtBzK8/intel-core-i3-14100-35-ghz-quad-core-processor-bx8071514100,https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,4,3.5 GHz,4.7 GHz,Raptor Lake Refresh,60 W,Intel UHD Graphics 730,166.90
AMD Athlon X2 340,https://pcpartpicker.com/product/VXK7YJ/amd-cpu-ad340xokhjbox,https://m.media-amazon.com/images/I/41oiwktR53L.jpg,2,3.2 GHz,,Piledriver,65 W,None,
Intel Core i3-4150,https://pcpartpicker.com/product/qMJwrH/intel-cpu-bx80646i34150,https://m.media-amazon.com/images/I/51aP8famPoL.jpg,2,3.5 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4400,35.00
AMD Ryzen 5 4600G,https://pcpartpicker.com/product/CNVmP6/amd-ryzen-5-4600g-37-ghz-6-core-processor-100-100000147box,https://cdna.pcpartpicker.com/static/forever/images/product/29ffd579cd750d1f43cba3ba1c578d8c.256p.jpg,6,3.7 GHz,4.2 GHz,Zen 2,65 W,Radeon Vega 7,
Intel Core i9-10900K,https://pcpartpicker.com/product/cwFKHx/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900k,https://cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,10,3.7 GHz,5.3 GHz,Comet Lake,125 W,Intel UHD Graphics 630,
AMD Ryzen 7 1700X,https://pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,https://cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,8,3.4 GHz,3.8 GHz,Zen,95 W,None,
Intel Core i5-8400,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,https://cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg,6,2.8 GHz,4 GHz,Coffee Lake,65 W,Intel UHD Graphics 630,139.00
Intel Core i9-11900K,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k,https://cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,8,3.5 GHz,5.3 GHz,Rocket Lake,125 W,Intel UHD Graphics 750,429.00
Intel Core i7-10700,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,https://cdna.pcpartpicker.com/static/forever/images/product/6e4a9298687049841d3cb15170acc4cc.256p.jpg,8,2.9 GHz,4.8 GHz,Comet Lake,65 W,Intel UHD Graphics 630,
Intel Core Ultra 9 285,https://pcpartpicker.com/product/sQZWGX/intel-core-ultra-9-285-25-ghz-24-core-processor-bx80768285,https://cdna.pcpartpicker.com/static/forever/images/product/a051aaa938a14c4da1beb701532ad526.256p.jpg,24,2.5 GHz,5.6 GHz,Arrow Lake,65 W,Intel Xe,528.70
Intel Core i7-13700F,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,16,2.1 GHz,5.2 GHz,Raptor Lake,65 W,None,401.61
Intel Core i7-4770,https://pcpartpicker.com/product/sCNp99/intel-cpu-bx80646i74770,https://cdna.pcpartpicker.com/static/forever/images/product/2ee894e25a22610fb14cef95c9ce94b5.256p.jpg,4,3.4 GHz,3.9 GHz,Haswell,84 W,Intel HD Graphics 4600,80.98
Intel Core i5-7500,https://pcpartpicker.com/product/QbGj4D/intel-core-i5-7500-34ghz-quad-core-processor-bx80677i57500,https://cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,4,3.4 GHz,3.8 GHz,Kaby Lake,65 W,Intel HD Graphics 630,73.80
AMD Athlon 3000G (14nm),https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,https://cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,2,3.5 GHz,,Zen,35 W,Radeon Vega 3,69.98
Intel Core i5-8600K,https://pcpartpicker.com/product/Mr2rxr/intel-core-i5-8600k-36ghz-6-core-processor-bx80684i58600k,https://cdna.pcpartpicker.com/static/forever/images/product/aa134167a714bcf301976f148b735237.256p.jpg,6,3.6 GHz,4.3 GHz,Coffee Lake,95 W,Intel UHD Graphics 630,128.11
Intel Core i7-9700,https://pcpartpicker.com/product/L6vbt6/intel-core-i7-9700-3-ghz-8-core-processor-bx80684i79700,https://cdna.pcpartpicker.com/static/forever/images/product/078cc8a672758e9b2e5314d9ab1f9244.256p.jpg,8,3 GHz,4.7 GHz,Coffee Lake Refresh,65 W,Intel HD Graphics 630,287.00
Intel Core Ultra 7 265,https://pcpartpicker.com/product/HTBFf7/intel-core-ultra-7-265-24-ghz-20-core-processor-bx80768265,https://cdna.pcpartpicker.com/static/forever/images/product/c67f264d8f856369d608653e1172a492.256p.jpg,20,2.4 GHz,5.3 GHz,Arrow Lake,65 W,Intel Xe,326.81
Intel Core i5-12500,https://pcpartpicker.com/product/hvC48d/intel-core-i5-12500-3-ghz-6-core-processor-bx8071512500,https://cdna.pcpartpicker.com/static/forever/images/product/a2eebdda7c48c480719d4cb491f660dc.256p.jpg,6,3 GHz,4.6 GHz,Alder Lake,65 W,Intel UHD Graphics 770,206.83
Intel Core i5-13500,https://pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500,https://cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,14,2.5 GHz,4.8 GHz,Raptor Lake,65 W,Intel UHD Graphics 770,
AMD EPYC 4585PX,https://pcpartpicker.com/product/BrnXsY/amd-epyc-4585px-43-ghz-16-core-processor-100-100001561wof,https://cdna.pcpartpicker.com/static/forever/images/product/772d3bad6c842fdab42f871305ecac4a.256p.jpg,16,4.3 GHz,5.7 GHz,Zen 5,170 W,Radeon,
Intel Core i7-11700F,https://pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f,https://cdna.pcpartpicker.com/static/forever/images/product/fd3cc64653e9040372bb3570a019e71e.256p.jpg,8,2.5 GHz,4.9 GHz,Rocket Lake,65 W,None,
AMD Ryzen 5 3500X,https://pcpartpicker.com/product/T9CFf7/amd-ryzen-5-3500x-36-ghz-6-core-processor-100-000000158,https://cdna.pcpartpicker.com/static/forever/images/product/7f766d0fb14c24f0cd101da14ec6d0a0.256p.jpg,6,3.6 GHz,4.1 GHz,Zen 2,65 W,None,
Intel Core i7-3770,https://pcpartpicker.com/product/Vjzv6h/intel-cpu-bx80637i73770,https://m.media-amazon.com/images/I/51v2JNU0WaL.jpg,4,3.4 GHz,,Ivy Bridge,77 W,Intel HD Graphics 4000,
Intel Core i7-14700,https://pcpartpicker.com/product/7rXV3C/intel-core-i7-14700-21-ghz-20-core-processor-bx8071514700,/static/forever/img/no-image.png,20,2.1 GHz,5.4 GHz,Raptor Lake Refresh,65 W,Intel UHD Graphics 770,421.36
Intel Core i9-13900KF,https://pcpartpicker.com/product/CgkWGX/intel-core-i9-13900kf-3-ghz-24-core-processor-bx8071513900kf,https://cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,24,3 GHz,5.8 GHz,Raptor Lake,125 W,None,540.20
Intel Core i7-12700,https://pcpartpicker.com/product/XVRYcf/intel-core-i7-12700-21-ghz-12-core-processor-bx8071512700,https://cdna.pcpartpicker.com/static/forever/images/product/c8944273cfc755a0b216001a90b9fba2.256p.jpg,12,2.1 GHz,4.9 GHz,Alder Lake,65 W,Intel UHD Graphics 770,434.40
Intel Core i3-10100F,https://pcpartpicker.com/product/r8Dkcf/intel-core-i3-10100f-36-ghz-quad-core-processor-bx8070110100f,https://cdna.pcpartpicker.com/static/forever/images/product/1b6a8775e713620ebc864fb7bcc38ce5.256p.jpg,4,3.6 GHz,4.3 GHz,Comet Lake,65 W,None,
Intel Core i7-4790,https://pcpartpicker.com/product/94MTwP/intel-core-i7-4790-36-ghz-quad-core-oemtray-processor-cm8064601560113,https://cdna.pcpartpicker.com/static/forever/images/product/87e7981e09217ef72534460e0cf767b8.256p.jpg,4,3.6 GHz,4 GHz,Haswell Refresh,84 W,Intel HD Graphics 4600,148.00
AMD Ryzen 5 1600 (12nm),https://pcpartpicker.com/product/8HqBD3/amd-ryzen-5-1600-12nm-32-ghz-6-core-processor-yd1600bbafbox,https://cdna.pcpartpicker.com/static/forever/images/product/2447958ccca245b5827bf05929f870e6.256p.jpg,6,3.2 GHz,3.6 GHz,Zen+,65 W,None,79.98
Intel Core i5-11600K,https://pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k,https://cdna.pcpartpicker.com/static/forever/images/product/6881ec4618066263cbe6904e95ae9278.256p.jpg,6,3.9 GHz,4.9 GHz,Rocket Lake,125 W,Intel UHD Graphics 750,199.00
Intel Core i7-6950X,https://pcpartpicker.com/product/GsL7YJ/intel-cpu-cm8067102055800,https://m.media-amazon.com/images/I/511IqL3RMBL.jpg,10,3 GHz,3.5 GHz,Broadwell,140 W,None,
AMD Ryzen 7 2700,https://pcpartpicker.com/product/WPQG3C/amd-ryzen-7-2700-32ghz-8-core-processor-yd2700bbafbox,https://cdna.pcpartpicker.com/static/forever/images/product/fee6d8b626235a58c1cc1577e6760118.256p.jpg,8,3.2 GHz,4.1 GHz,Zen+,65 W,None,
Intel Core i5-11400,https://pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400,https://cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,6,2.6 GHz,4.4 GHz,Rocket Lake,65 W,Intel UHD Graphics 730,186.50
Intel Core i9-10850K,https://pcpartpicker.com/product/nGFKHx/intel-core-i9-10850k-36-ghz-10-core-processor-bx8070110850k,https://cdna.pcpartpicker.com/static/forever/images/product/16f496383b11d89632a9edf7ef503aea.256p.jpg,10,3.6 GHz,5.2 GHz,Comet Lake,125 W,Intel UHD Graphics 630,
Intel Core i5-6600K,https://pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k,https://cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg,4,3.5 GHz,3.9 GHz,Skylake,91 W,Intel HD Graphics 530,199.00
Intel Core i3-13100F,https://pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f,https://cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg,4,3.4 GHz,4.5 GHz,Raptor Lake,58 W,None,134.22
Intel Core i7-6800K,https://pcpartpicker.com/product/Td98TW/intel-cpu-bx80671i76800k,https://cdna.pcpartpicker.com/static/forever/images/product/6a1373e54fbd08524d23f61ac7eb9711.256p.jpg,6,3.4 GHz,3.6 GHz,Broadwell,140 W,None,72.98
Intel Core i5-10600K,https://pcpartpicker.com/product/HcPgXL/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600k,https://cdna.pcpartpicker.com/static/forever/images/product/cec5ee818776737baefc9603bdbf9391.256p.jpg,6,4.1 GHz,4.8 GHz,Comet Lake,125 W,Intel UHD Graphics 630,264.99
AMD Ryzen 5 7500X3D,https://pcpartpicker.com/product/bsgZxr/amd-ryzen-5-7500x3d-4-ghz-6-core-oemtray-processor-100-000001904,https://cdna.pcpartpicker.com/static/forever/images/product/e6fba40ca11c108409ebc9302b371457.256p.jpg,6,4 GHz,4.5 GHz,Zen 4,65 W,Radeon,
AMD Ryzen 5 3600,https://pcpartpicker.com/product/9twypg/amd-ryzen-5-3600-36-ghz-6-core-processor-100-100000031sbx,https://cdna.pcpartpicker.com/static/forever/images/product/1cde5220cfb0f1e964dec5e5a9f2531d.256p.jpg,6,3.6 GHz,4.2 GHz,Zen 2,65 W,None,
AMD Ryzen 3 2200G,https://pcpartpicker.com/product/RkJtt6/amd-ryzen-3-2200g-35ghz-quad-core-processor-yd2200c5fbbox,https://cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,4,3.5 GHz,3.7 GHz,Zen,65 W,Radeon Vega 8,99.99
AMD Ryzen 7 1700,https://pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox,https://cdna.pcpartpicker.com/static/forever/images/product/d57406e2534cf5ae6cb9141e656374f4.256p.jpg,8,3 GHz,3.7 GHz,Zen,65 W,None,
Intel Core i5-13400,https://pcpartpicker.com/product/7xLFf7/intel-core-i5-13400-25-ghz-10-core-processor-bx8071513400,https://cdna.pcpartpicker.com/static/forever/images/product/1fa41c2b4b5cf8ab078c42259685c8ed.256p.jpg,10,2.5 GHz,4.6 GHz,Raptor Lake,65 W,Intel UHD Graphics 730,347.58
Intel Core i3-8100,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,https://cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg,4,3.6 GHz,,Coffee Lake,65 W,Intel UHD Graphics 630,99.00
Intel Core i9-9900KF,https://pcpartpicker.com/product/G7KcCJ/intel-core-i9-9900kf-36-ghz-8-core-processor-bx80684i99900kf,https://cdna.pcpartpicker.com/static/forever/images/product/cd59447c1091b738d94fc8ea7b0629c6.256p.jpg,8,3.6 GHz,5 GHz,Coffee Lake Refresh,95 W,None,399.00
